trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
158,True,"{'a': 0.6, 'e': 0}",20,6,22.262392538986695,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,True,"{'a': 0.6, 'e': 0}",25,2,36.94689750502194,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,True,"{'a': 0.6, 'e': 0}",20,12,14.91948809349584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,True,"{'a': 0.6, 'e': 0}",20,8,23.49367117042682,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,True,"{'a': 0.6, 'e': 0}",25,7,30.194450795512072,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,True,"{'a': 0.6, 'e': 0}",20,6,28.9547637522003,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,True,"{'a': 0.6, 'e': 0}",25,10,30.265007664093595,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,True,"{'a': 0.6, 'e': 0}",20,8,18.6659788625895,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,True,"{'a': 0.6, 'e': 0}",30,8,39.35772548026074,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,True,"{'a': 0.6, 'e': 0}",20,6,25.44998910508687,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,True,"{'a': 0.6, 'e': 0}",20,14,12.5707412367966,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,True,"{'a': 0.6, 'e': 0}",20,3,31.65375852114329,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,True,"{'a': 0.6, 'e': 0}",20,8,24.705426676542157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,True,"{'a': 0.6, 'e': 0}",20,8,20.39852067329453,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,True,"{'a': 0.6, 'e': 0}",25,17,19.255927580503112,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,True,"{'a': 0.6, 'e': 0}",30,16,26.40622569922461,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,True,"{'a': 0.6, 'e': 0}",30,19,22.962702285082777,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,True,"{'a': 0.6, 'e': 0}",25,0,37.01774451273045,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
176,True,"{'a': 0.6, 'e': 0}",20,5,27.428399769742263,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,True,"{'a': 0.6, 'e': 0}",20,3,28.313550108963724,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,True,"{'a': 0.6, 'e': 0}",30,21,21.651751310296277,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,True,"{'a': 0.6, 'e': 0}",25,15,20.094487020748584,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,True,"{'a': 0.6, 'e': 0}",20,8,22.391246209520627,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,True,"{'a': 0.6, 'e': 0}",20,9,15.645520078475469,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,True,"{'a': 0.6, 'e': 0}",25,7,30.850426651200078,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,True,"{'a': 0.6, 'e': 0}",20,8,19.467321386299147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,True,"{'a': 0.6, 'e': 0}",20,5,23.176418941476967,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,True,"{'a': 0.6, 'e': 0}",20,8,20.888111984450607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,True,"{'a': 0.6, 'e': 0}",30,12,32.80259355922827,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,True,"{'a': 0.6, 'e': 0}",25,19,11.889875009872618,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,True,"{'a': 0.6, 'e': 0}",20,12,16.741967904522486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,True,"{'a': 0.6, 'e': 0}",25,17,13.157935294694086,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,True,"{'a': 0.6, 'e': 0}",20,10,20.56623433256454,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,True,"{'a': 0.6, 'e': 0}",20,7,24.604455359280912,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,True,"{'a': 0.6, 'e': 0}",20,16,6.9505540934587495,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,True,"{'a': 0.6, 'e': 0}",25,10,27.88430716324728,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,True,"{'a': 0.6, 'e': 0}",25,13,21.792917547574046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,True,"{'a': 0.6, 'e': 0}",20,6,26.755373034189425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,True,"{'a': 0.6, 'e': 0}",30,19,20.656976782460568,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,True,"{'a': 0.6, 'e': 0}",20,0,30.742457832923208,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
198,True,"{'a': 0.6, 'e': 0}",30,12,27.87010015379744,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,True,"{'a': 0.6, 'e': 0}",20,10,18.814548318720437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,True,"{'a': 0.6, 'e': 0}",20,12,15.994770950820811,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
